Time(Minutes),EntityID,ObjectName,ProcessID,StepName,Action
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '0'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter1[1].HomeNode' the value 'Home'. Previous value was 'Nothing'.
0,MyTransporter1[1],MyTransporter1[1],0.OnCreated,[End],Process 'MyTransporter1[1].OnCreated' execution ended.
0,--,--,--,--,Created object 'MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Begin],Process 'MyTransporter2[1].OnCreated' execution started.
0,--,--,--,--,Ignoring attempt to execute disabled process 'MyTransporter2[1].OnNewSeizeRequest'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' checking availability to seize '1' capacity unit(s) of resource 'MyTransporter2[1]’.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' found '1' currently available resource(s) of resource type '[ParentObject] MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' seized '1' capacity unit(s) of resource 'MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Begin],Process 'MyTransporter2[1].OnCapacityAllocated' execution started.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'MyTransporter2[1].ResourceState' the value '7'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'MyTransporter2[1].Allocated'.
0,MyTransporter2[1],MyTransporter2[1],1.OnCapacityAllocated,[End],Process 'MyTransporter2[1].OnCapacityAllocated' execution ended.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Seize] Vehicle,Object 'MyTransporter2[1]' completed seize of '1' resource(s) of resource type '[ParentObject] MyTransporter2[1]'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[SetNode] ToFirstDestination,Destination node of entity 'MyTransporter2[1]' set to value 'MyCoopNode12'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '0'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'MyTransporter2[1].HomeNode' the value 'Home'. Previous value was 'Nothing'.
0,MyTransporter2[1],MyTransporter2[1],0.OnCreated,[End],Process 'MyTransporter2[1].OnCreated' execution ended.
0,--,--,--,--,Created object 'MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Begin],Process 'MyPicker2[1].OnCreated' execution started.
0,--,--,--,--,Ignoring attempt to execute disabled process 'MyPicker2[1].OnNewSeizeRequest'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' checking availability to seize '1' capacity unit(s) of resource 'MyPicker2[1]’.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' found '1' currently available resource(s) of resource type '[ParentObject] MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],0.OnCreated,[Seize] Vehicle,Object 'MyPicker2[1]' seized '1' capacity unit(s) of resource 'MyPicker2[1]'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Begin],Process 'MyPicker2[1].OnCapacityAllocated' execution started.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'MyPicker2[1].ResourceState' the value '7'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyPicker2[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,MyPicker2[1],MyPicker2[1],1.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'MyPicker2[1].Allocated'.
